sourceENS,source,claimable,txs,last_tx_days_ago,first_tx_days_ago,nft_trades,dex_trades,dex_volume_usd,funding_sources,times_cex_funded,processed,name,socials
<nil>,0x0f69506d37f6343263859c560224daa403bd7151,1186,512,548,1268,16,200,82887.77668,52,108,True,Joshyman,
<nil>,0x508daa75cff7605a923be5b9637a8a672575adb0,1190,46,320,805,16,1,747.5667363,4,0,True,,
<nil>,0xf1885832a1c14e4832fd1ab61829a75486404a30,1190,222,494,689,16,7,3251.648771,16,7,True,0xlang,
<nil>,0xe89a31595047650b7e30dcdb5ce7955036e944d2,1190,87,278,766,16,3,9992.909246,8,15,True,HerbMcGee,
<nil>,0x7dd4640271b84f7d023946afb2b85e7964c21fa1,1049,2860,194,1987,16,957,12017511.17,33,2,True,thex,
lawren.eth,0x436e31e81b8e331445bbfdb506184240f20a1b0c,1190,100,290,989,16,9,41805.63135,8,0,True,Hyphen,
greggpeacock.eth,0x8a7ddbb2ea5eb26f563c7734fc4b9808e23a14bf,1462,80,259,946,16,2,1594256.796,2,0,True,,
sequoia-capital.eth,0x7c03f54ab6c8a47e7fa3e37b6b0a77982a6c564c,1190,115,522,721,15,21,419534.8934,5,0,True,sequoia-capital.eth,
<nil>,0x1c1ebbd33bbe0bc9679340735efb5ed6f68f30e1,1190,165,532,722,15,15,53443.11379,6,1,True,Firegrant,
<nil>,0xb66d31fa150aa3b5faf4083ebc0d15d053ea36a0,2741,3804,210,897,15,1584,35504609.99,15,21,True,Pa_Kill_to_you,
<nil>,0x6590e03ca0172a967b83283dfbaeed272d975454,2741,4370,275,748,15,1830,550994.5558,21,42,True,,
<nil>,0x48e826751fb369c632a8d6edad6addc0534b6d2a,1190,203,244,896,15,36,36717.62574,11,3,True,ejjk,
<nil>,0xf8b0d9b03e1df64c01b6ecbfb457ebffd2408109,1190,77,636,910,15,11,236562.1915,2,25,True,MyceliOm,
chowbie.eth,0xb554246aa1a451d84967e7a081bb22b69deead51,1190,446,430,1884,15,50,477933.9118,8,4,True,Chowbie,https://twitter.com/@Chowbie_
<nil>,0x5fb03ce1df91a8621d9e139a738577c6c8f921ab,1190,132,193,685,15,28,17181.76839,14,21,True,micki5166,
neso.eth,0x792eb5014b9187e1026310384259fb844144f467,1600,267,556,868,15,62,51146.4705,9,2,True,,
ab0x.eth,0x205b993bb19930c80fb10ddf4f4c423e49c4caac,1237,19240,202,1091,14,6442,26880573.15,30,17,True,ab0x,
<nil>,0x1fc728b533e566865deb9881175630e9d4a47f2f,1186,565,414,1010,14,217,91754.65056,32,10,True,johng147,
<nil>,0xe75e1ba066acec0428e6b631e1594f98e0d78268,1190,21,420,900,14,2,12370.96119,2,0,True,,
<nil>,0x255e442d1d24dd887b6282e90c833f69883cf37d,1600,154,559,686,14,27,7059.419316,5,28,True,buffsharky,
<nil>,0xcdab421973c0efc81b7b1ec1787d352b624d32a5,2469,60,386,784,14,8,750.6251861,6,7,True,synsyn,
imnotj.eth,0xe6d64fc98b7ead6b3a4e4b06d6df13bbe381e3c1,1190,127,331,979,14,45,178846.352,11,12,True,imnotj.eth,
<nil>,0x5724c9480139ee8cd9cf7955d62192aefa145483,1186,615,251,2193,14,355,3110449.371,49,131,True,indanak,
<nil>,0x211fdfa74b2b0cb1c561d9448e7e96b4c210cd8f,1186,1732,208,1077,14,1320,10082317.15,51,10,True,linker21,
<nil>,0xa89c688e956bf4bbba9de4e90a9f1be2f4fa1be3,2469,971,519,1207,14,507,108413.4299,17,6,True,NZSKIPAU,
andginja.eth,0xf273d25e15903e48edd6bb9ca30150b0aebf1f2e,1190,742,427,946,14,407,55407.8081,27,38,True,andginjaDeployer,https://twitter.com/andginja
<nil>,0x3b49d54ac8516509c096458d516f8fad3f58e7cb,1190,95,301,707,14,3,1245.199697,6,16,True,Jgfinder,
bigbeardy.eth,0x53db9542e3a0cdbfebb659d001799ba0b37b2275,1190,2114,453,890,14,341,246423.8972,9,3,True,bigbeardy,
<nil>,0x8a819b272229ab339316d05ea49f74136232f163,1190,114,609,761,14,5,3816.831497,9,10,True,Munger1,
<nil>,0x29b3d6b07a35606b599b139e6848eeb21de2b49b,1462,26,223,650,13,0,0.0,2,4,True,,
<nil>,0x0cf7a503b76b63e8c8642f3bf6af64fffe1e8efb,1186,344,525,991,13,222,1166465.79,30,10,True,test39,
<nil>,0xbe471933232b6f9af39751da0f2ecbb786dc03e7,1190,108,249,646,13,8,2256.97023,2,0,True,,
<nil>,0x0b17f9bf56469887a678802380dad6e972bba7aa,1190,91,243,856,13,14,40097.16952,2,2,True,,
borjabm.eth,0xd0a92a9e99fa29b261d9a41040d0390db9cb6a46,1237,158,461,1168,13,40,66651.50515,2,4,True,rarisport,
<nil>,0xddd93d9f9acbc5437e447afa79851bf4cedb5a01,1190,65,593,819,13,0,0.0,5,0,True,ether_head,
<nil>,0x91024f6f6764f75eabdbec36b900f1f1838c8b2b,7331,389,594,2047,13,94,245424.3823,10,5,True,,
<nil>,0x6deb59013c59f2f1d3f200e095e4f5f84a952079,1190,17,495,596,13,0,0.0,1,0,True,,
meeksters.eth,0xbd66b20e80f27a29bf69cc35a06cd975be4085ee,1186,131,255,2113,13,8,450.6989294,12,7,True,MixMasterMeek,"https://meeksters.eth.xyz/, https://twitter.com/MixMasterMeek"
<nil>,0xd2beda3c70f7240e1c82471dc40a97c638dbf546,1190,38,594,619,12,0,0.0,1,0,True,,
<nil>,0x94a2ffdbdbd84984ac7967878c5c397126e7bbbe,1600,741,213,896,12,394,692353.6819,19,19,True,Skana,
bradholbrook.eth,0xb5a42393603f428d88ece3a7740443af11493adb,1237,3666,510,1873,12,1261,2620450.851,24,4,True,Anonymous789,
<nil>,0xf300c441e38ba86faf547c794ce846b0f17d4db4,1190,48,386,641,12,0,0.0,3,4,True,CourtneyDisco,
<nil>,0xefbbfb08115b0f6a2825a9a186baa5777f5d2494,1190,315,234,728,12,194,3472587.543,2,4,True,,
<nil>,0x8d2f42ec1ee73574f79be036a408931542a4b268,1186,844,308,991,12,583,1303905.747,17,15,True,,
<nil>,0xa256137b9aaac5f02ed47f5c426028a82e854943,1190,21,555,651,12,0,0.0,6,3,True,,
<nil>,0xa86b253b7a146189aaca4ab084c27ac0123e2cd9,1190,18,671,671,12,0,0.0,3,1,True,,
<nil>,0xe90c1649b00ec56e51319efc090c59b20c8518b7,1190,54,251,802,12,1,4559.440569,9,0,True,ElonMeowsk,
danieljamesdrake.eth,0x9bbd84d92db21d628bf78e2196677bb9f10366d3,1190,123,197,978,12,7,2167.794979,11,12,True,DanielJDrake,"https://anthromancer.com, https://instagram.com/danieljamesdrake, https://twitter.com/danieljdrake"
<nil>,0x4d6bdc4ce191f002e745bf2e054b164ad59d70ea,1190,112,414,696,12,2,973.8220417,9,18,True,Blessmeplz,
zoeever.eth,0x97046649f299f47bf1577d04fe0ee3116eb2ba94,1872,338,460,1141,12,127,1288583.888,18,11,True,DolRrAbbitzzzz,
<nil>,0x2af19063ff9bd67bee4448b59bfb1c6159fc6565,1190,114,558,1016,11,14,189171.032,5,1,True,,
<nil>,0x48cef14480f99ddfe95d904d04a76bfc44ef9756,1186,224,436,691,11,30,74152.96777,15,13,True,yoosn,
<nil>,0x2df7baebdf3487bc1862c2fd9835140e33a17727,2469,751,795,2136,11,168,388974.9678,13,4,True,,
<nil>,0xc8780bf4dc27a310ec708794b9f40553cc545da0,1190,113,537,793,11,16,616935.8997,7,9,True,,
spearguns.eth,0x466eea1f8cd1bee0eba0487b2ee00b2b3788a8de,2469,183,567,1377,11,73,46413.25876,6,1,True,Unnamederror,
yls630.eth,0x0b9595bf32ef7fd9ec5cff38ca7049734e32f0e4,1186,885,532,904,11,122,77604.59824,27,11,True,,
<nil>,0x76fd867216a85b1f7cc04b88fb7c9a46ea7a083b,1190,122,539,735,11,19,23187.05246,8,15,True,BillyBonez,
<nil>,0xc2768e9353bf078ace3c345d279e27d393d5c487,2879,372,215,888,11,134,1117987.523,8,7,True,,
andyling.eth,0xd56a6877ad27e1555ce19f606aad2ec09c5aac8b,1186,552,470,716,11,112,64903.55734,21,9,True,AndyL,
<nil>,0x2dbaf0097605dd989db8909c8073c7c9b2e117ad,1190,120,334,790,11,23,37111.42536,11,24,True,hashbrown97,
straussian.eth,0xae695fa1677bce64a9c98c85afee6faf1cde93e9,1190,187,210,721,11,55,1004969.258,4,1,True,,
<nil>,0x411029ff93f1ec170109eddcc9c5d9a3416b995c,2469,415,356,850,11,101,144332.4827,10,14,True,Jakkiemoose,
<nil>,0xef5d55f02774ad00f517c80562700c0865c8afbe,1190,54,534,782,11,0,0.0,7,11,True,Dorhami,
<nil>,0x0641689058bab363d22323d3f701bf5e67607d80,1462,58,630,732,11,0,0.0,1,0,True,,
<nil>,0x9b221a91913e0d8a21accf46cf155fc8ccc52297,1186,4268,204,959,11,74,716437.2224,86,7,True,ArbiM,
<nil>,0x15af9c71bb63b7f4ae9be60e05406ae7891dce09,1190,106,285,952,11,0,0.0,11,27,True,hankwashenry,
cableguyalien.eth,0xd5104afe441c608bdb91fe9faaa8f91329dde271,1462,112,326,780,10,1,158.5425788,14,17,True,CableGuyAlien,
<nil>,0x3dc9d99656b0d4b4a4d7b502e91b6972f5669efa,1190,841,512,700,10,5,4799.184609,10,15,True,,
hotszns.eth,0x5ad02f5d8ae3dc7f9061ce1f145806e334be6658,1190,77,230,798,10,7,142317.8187,5,3,True,hotszns.eth,
<nil>,0xa3a0b01a8015371b5bb1e8e5dd09bc4cf563ee5d,1190,83,608,826,10,2,5992.677115,6,7,True,Bored_Pikachu,
<nil>,0x4307bd2e686bf46a9f4c48885519982510a5b831,1600,1080,312,960,10,854,759159.9989,42,43,True,,
<nil>,0xb030e613f33c2aa5c0cfc20aa38153c0460cd337,1190,33,202,421,10,0,0.0,0,0,True,to-be-frank,
<nil>,0x099686478448ce02f8e61c6b01904d0548daeae5,1462,1428,352,2100,10,278,1789939.095,12,4,True,,
<nil>,0x7f7ec02827cd8ee786dfe3d3d0891448a3fd3bc2,1190,205,268,976,10,52,177564.5163,8,7,True,,
<nil>,0x5b6b0b2a6afa6287944f80bd0017d251139941d3,1458,1118,493,782,10,394,11900505.14,16,14,True,kumapot,
soullight.eth,0xbb69dfa09d0c006d4df9c903a5f39ef64c403af6,1190,178,572,1075,10,39,303426.1789,5,4,True,Wondery,
<nil>,0xe9825b99f84c50ca95dac560c2a1179696b22308,1190,31,235,772,10,6,18681.21473,2,0,True,,
genesisproject.eth,0xfcce78abc832bc9f7f1935e729348faa9e959323,1190,2746,240,771,10,11,52805.84625,5,3,True,genesisproject.eth,
papapellegrino.eth,0x15e0fd12e6fb476dc4a1eaff3e02b572a6ba6c21,1190,212,202,775,10,30,68942.04567,9,7,True,bluevalarenterprises10021,
kgt.eth,0x6e863f85f3a7cdf43ace6053a318cbad96816950,1190,83,213,703,10,2,2166.248889,3,5,True,kgt.eth,
<nil>,0x658417c3cd8ab0b3820a413dcede1a6f21788db0,2469,406,300,795,10,102,205669.1144,9,11,True,Brannyboi,https://twitter.com/Brandonloh17
<nil>,0xfa978877b35a75061d3fbb43e6fc9d76f1d852b2,1190,77,373,867,9,7,2539.869879,7,2,True,FinallyInNFTs,
<nil>,0xcac83515113e9ece5cf63c4fa7bf1a0e79ab5b72,1190,108,225,784,9,1,6303.428211,6,3,True,,
blakeshine.eth,0xd31b593edb0656c398a7d13b37e16686a123b8cc,1600,71,335,718,9,0,0.0,7,2,True,Sauvignon_Blake,
aazee.eth,0xba36a539c7739a05e64e176f29078ac681e924a9,1190,108,235,818,9,1,0.0,7,16,True,AAZEE,
<nil>,0xbb613b3d2b260d11719ba039f3833e9ddea51df1,1190,116,447,782,9,0,0.0,3,0,True,,
<nil>,0x8e342e6e89a74c6881f09e5c3d626c13d0c5b8f6,1190,156,522,710,9,52,74429.76693,11,20,True,arecaceae,
francophil.eth,0x8aad2005b207b6abd3065b10ef1b8c1df1dd100b,1237,1144,210,1377,9,923,21583680.45,15,8,True,,
<nil>,0x7e27f6aec65c073162168629e1d9ae985e9f8e02,1190,79,508,757,9,1,876.9944024,4,0,True,,
<nil>,0xe7a99c7684e9bc268130d86eddbf81743c4a9ab6,1190,84,270,617,9,14,134080.4531,13,0,True,,
<nil>,0x9732d3607bbdba03abda535c765d963eed651a2a,1190,173,293,963,9,9,2483.252034,6,0,True,,
<nil>,0x27ff23acfc020adf4e89e4b3151e72b2a08ac888,1190,15,525,726,9,0,0.0,1,0,True,,
galanis.eth,0x1d3eb89c3a5c5ec4808ac341732efd45c0f1703d,1190,73,420,694,9,2,70953.39999,6,9,True,Mr312error,"https://instagram.com/stevengalanis, https://twitter.com/Mr312"
johnslee.eth,0x749d59f2420ea515332ad652c1a4cdb7e8d624bf,1190,48,198,744,9,0,0.0,2,1,True,,
<nil>,0xe18d8b55d14e3ff5991c57ac9358d730cdb490c4,1190,34,542,634,9,0,0.0,2,1,True,DOOMSDAYX,
thechosenberg.eth,0x63ae90d2cc10198e54694914b3aadb6b80416b07,1462,239,208,925,9,59,23867.21811,16,37,True,thechosenberg.eth,
<nil>,0x95660b8f62b6372bb8a821872bf957922de1fe89,1190,164,219,752,9,7,1653.169025,10,7,True,,
0xcardib.eth,0x226c32839519f977d0443077f9077078973496ae,1186,1174,209,1144,8,198,424960.4015,25,20,True,CyborgPranky,
<nil>,0x7fcd039f8e3c2b3f50f3c3db1cd327def0189e27,1190,174,535,636,8,0,0.0,7,0,True,,
0xgalaxy.eth,0x3202419bab4588ee3c8e6853105469a8a54ebe1c,1190,112,320,798,8,2,4276.583934,6,5,True,j4ckdamon,https://twitter.com/j4ckdamon
<nil>,0xbe42e9985d508aa8c55c6ec472e7ce7f18ffddec,2879,1951,210,730,8,1080,13525651.29,11,4,True,,
frontran.eth,0xeeb5bafb9e41b1f09e0f77bb32be6e8af5fc469b,1190,106,210,1150,8,21,50970.65228,8,6,True,,
<nil>,0xab1329c8a628ffb8f71bfe667c8597da3998e1ff,1190,1580,240,703,8,0,0.0,5,0,True,TNLDevelopers,https://thenftleague.io
masterofwhisperers.eth,0x82f1e37ef09b20d6b0354ba30c36e1bf7be6e559,1186,536,260,989,8,139,407381.5092,21,33,True,Rattymcratface,https://twitter.com/@Cryptobally2
sause.eth,0x2ea859e47c5c78fa830033786bfdee7bf8f23d25,1190,861,267,819,8,266,1830350.801,8,2,True,sause.eth,
0xzeppelin.eth,0xbbc99bf00856c3963c4acf687dc562e9bc944edf,1190,94,346,753,8,35,92610.93383,10,21,True,0xzeppelin,
<nil>,0xe36cc003478dc044e7f3d65c2b0901a756f13d70,1186,432,571,1149,8,228,664877.8368,21,16,True,Max-Rando23,
<nil>,0x7b5ed39d3661ea9f185c09c78b7b2ca83698d116,1049,1512,210,890,8,536,22876700.73,9,0,True,,
<nil>,0x1b6dcf7fe1679bf57d9cece40555148b5ffe4c58,1190,111,195,1159,8,15,10130.36756,7,0,True,ArtGh0st,
ctang.eth,0xf5c3bff123277e4d620740c85daaff0af60aef84,1462,68,543,701,8,2,846.9682918,2,5,True,,
flaskprotocol.eth,0x567b7a223ef9fb356f4324b6c7aaabbe641f00ae,1190,1271,296,687,8,338,5476466.296,23,1,True,,
<nil>,0x46d20152693647eeae6e6704affb9c0e3f3d0cdf,1190,40,401,746,8,5,53781.41865,5,3,True,,
<nil>,0x6785677848add309222aca3778ca283b8b4bc25e,1190,43,254,1387,8,6,1442.289022,12,2,True,TheOne777,
<nil>,0x33258a806c47b39aa151af644493d976df0ffeca,1190,11,419,794,8,0,0.0,2,2,True,,
<nil>,0x51f6f232ec1424fe7a68981734c9301e6f3cbf2e,1190,22,517,656,8,0,0.0,7,4,True,,
thepolishambassador.eth,0x4676dc6e87fa39f056bab908b1ba52cd0500a347,1190,43,419,963,8,0,0.0,5,0,True,thepolishambassador,
rokit.eth,0x802b18d5d73bcb74a38acf28a6ee8a5064d03125,1190,280,224,1019,8,54,10116.10487,13,16,True,rokit-eth,
<nil>,0x90cce62a796074d6a461091700159a0c0856762e,1190,18,666,666,8,0,0.0,1,1,True,,
<nil>,0xce81ba8c9e725c879f24e42a5a8ab0af303fa9d5,1190,274,574,1826,8,50,286277.4906,11,16,True,,
blvk0ut.eth,0x04a394d4c82161f49a3fbd3da31b8231797ef4b9,1190,155,194,838,7,7,24779.13986,5,24,True,blvk0ut.eth,
<nil>,0x7428e44758baa002297002004816d2ef70df0be5,1190,46,368,808,7,9,2530.348752,7,3,True,AngolCrypto,
<nil>,0x4a7bb16ef139ca8b7bd9cbf321a6bff5eb27e2ad,1190,21,545,843,7,0,0.0,2,1,True,EternalCaretaker,
<nil>,0x76bf36c5c5e31b85bea148b22eb68fc6b64078f5,1190,200,344,770,7,78,5975901.803,5,2,True,,
<nil>,0xa0548034a6d4aa75d5a9b2b6146f7992bfc7a022,1746,260,205,1134,7,29,52513.18274,10,2,True,,
zeronis.eth,0xb386b4de5db41a0ec2631d689b7355784cf7ef4e,1190,349,224,951,7,2,50248.3435,8,4,True,Zeronis,
<nil>,0xef8c952a4405dfe0c7f46dae854bcb26d918c34f,1190,106,219,585,7,3,50880.28834,3,0,True,,
<nil>,0x7a15704255c420914c4868d8c911330949445b7e,1190,82,508,750,7,45,247124.9864,9,6,True,nap,
<nil>,0x151073b78917353120c868b160ef60601b08ba4a,1190,26,672,786,7,0,0.0,2,1,True,,
multitudes.eth,0xa80e8cb880b7fa0ad1eaa609edd8f1cddd21af42,1190,81,640,749,7,4,9247.897311,1,0,True,multitudes-xyz,
mftdao.eth,0xa6684f5984fa44527d58bc9dec82f93f11ff4c4b,1190,48,384,791,7,1,666.1365917,9,0,True,MFTDAO,
codepoetry.eth,0x78336f51daa5cfd03a1c3e4a76f88cc0818a60d9,1190,107,500,958,7,4,3443.013665,2,3,True,,
bloomers.eth,0xd82b4b7006185a2ffc8fc554fa00030b1d23f540,1190,31,596,752,7,0,0.0,14,6,True,,
97b43.eth,0x97b4322762f5c1b5bcd5d23474bb0d5097bfb2b2,1190,496,307,1557,7,7,159.3675042,13,2,True,,
<nil>,0x853aefc934d16f4c87258d1d20a34790ea8beb07,1190,50,596,804,7,0,0.0,8,11,True,BaisleyNFT,
<nil>,0xcca5f4b579b35b04e7aa3afb1a14547e444112e2,1462,373,587,1109,6,149,3436582.237,18,11,True,,
<nil>,0x92db93ac7a524049445dbb78a1e72c04019139f0,1190,71,247,960,6,9,79445.58011,6,0,True,,
<nil>,0x439f1e697bbad1be0f11c9953d6e78880777103f,1600,946,361,938,6,232,1822214.326,8,6,True,,
<nil>,0x9341887d3cb2c72879a507eb5b21cd1e14030757,1190,39,222,923,6,1,8.317845245,3,1,True,BLSCNDRS,
rath.eth,0xb2fb9ce348e279bf420d8b14647388c6f9547852,1186,785,304,844,6,238,2663170.552,7,12,True,xrath,"https://xrath.com, https://twitter.com/xrath"
<nil>,0x70702f5378d49f2ef2755c306ffd1cd55ce77390,1190,14,659,659,6,0,0.0,1,1,True,,
<nil>,0x042cc77196183b8c3d08dc2acb74c1a456b131a5,1190,155,657,2162,6,34,95458.69256,12,7,True,,
mrpackman.eth,0x0b0e6e7235d67e35ea8d736766088a28c1985afc,1462,121,199,900,6,23,22260.40416,5,3,True,mrpackman,
<nil>,0x19217101c45498904fc1a80cf95aba2405a4ae90,1190,59,489,687,6,5,7395.262183,6,23,True,dannyv22,
<nil>,0xa7869905de529f146fa406aeac174a2b944ea03c,1190,24,594,741,6,0,0.0,2,0,True,,
<nil>,0x94992a090b8477d494b292a9f48a546f645f3d2f,1190,30,309,820,6,22,446767.1078,0,0,True,,
a-monkey.eth,0x1b89d5617f698942a2fd894d00e5104aa10eaded,1600,137,569,705,6,19,14011.79272,13,9,True,,
<nil>,0x6cdf1c8581ff576878f463814ee54e35fe58094d,1190,75,221,653,6,7,992704.7251,4,0,True,,
adamgries.eth,0x8cf389202bd3d1c00145ef546403cec9b2db0e42,1190,115,239,1050,6,4,1827.341834,13,11,True,,
10cean.eth,0xc83c9815a73fa4110d56a487dcc952b9fe47e9c3,1462,51,270,920,6,5,67.83493233,9,11,True,10cean,
rapsodie.eth,0x991cd50b4bd876d6ac2c8cef245886543dd0e3ea,1462,160,200,735,6,43,183066.467,6,9,True,RapsodieOG,
natebosshard.eth,0x8929d1c71a5ada6ba8081dfafc88ab852701e553,1462,108,252,967,6,16,21521.05886,9,11,True,Bosshard,
<nil>,0x1c9e5aba9bce815ed3bb7d9455931b84c56d5114,1190,88,387,1593,6,10,13206.62651,7,1,True,Je-Meng,
nglngmi.eth,0xb8457968ad4e46de73ac2ca837793ba5a4f324f4,1458,503,526,705,6,178,712419.9994,7,23,True,nglngmi.eth,
<nil>,0x01043058ecfb7178662ff543fee87d60d503eaef,1190,215,564,965,6,2,845108.9155,3,0,True,,
<nil>,0xfc8b9804d5ca03110d815f5df0b1f0f8abead3c5,1190,109,261,609,6,18,813400.5847,9,8,True,,
<nil>,0xa37f1698cc6d7dde79ed81e15ec6dfb9dee221a7,1190,54,607,637,6,1,5663.55,1,0,True,,
boombatz.eth,0xd5708b2b00f67d27be1720c5cc380dce8ca6ed67,2469,88,556,772,5,14,35105.28604,3,0,True,boombatz,
kain.eth,0x5b97680e165b4dbf5c45f4ff4241e85f418c66c2,2018,454,254,1606,5,83,2238692.297,12,9,True,kaiynne,
<nil>,0x6a1f278608f76f25ccca7c5fb622bbc56fe4ad05,1190,35,378,746,5,2,1828.8775,5,1,True,,
<nil>,0x7a08d0d99a16e4b578cddb57b3120fd9cfe6d630,2469,25,624,744,5,3,4879.266107,2,5,True,,
<nil>,0x819e6b281eb6e668c7d6b04208288fe0e0b3676d,2469,777,244,1132,5,86,51338.63815,10,14,True,didi57,
<nil>,0xa7e8fe4f0eec3640053b468d61e8f78834541cab,1190,318,794,1082,5,13,2624.869665,3,6,True,CryptoDutchesse,
<nil>,0xad708682fc3c3397f3a51fc9e460bd525db9a99f,1462,427,507,753,5,63,1266938.914,11,6,True,,
<nil>,0xe4dbe17bd2b2b57ca79221cf8d74eba5ea3e45f9,1186,318,201,750,5,80,211443.2053,7,0,True,,
<nil>,0xfb148bdc77f859be991b22234d68a72a450ec257,1190,10,541,646,5,0,0.0,1,4,True,,
nelsonp.eth,0x0a0e7a15a8ba7669955d753eb67393408a1145f5,1190,79,287,2180,5,11,14432.429,14,5,True,nelsonp,
<nil>,0xc64f6b915da2a3d9c50ba1ee19bf4dc47ccc1a35,1190,77,414,1163,5,7,525.8618355,6,0,True,,
<nil>,0xc87216e598c860e02dd8ce98e2d157085e0e9d4e,1190,25,303,774,5,1,33.75546678,4,0,True,,
chip.eth,0x8b3d116bfde0ad9888455fe9b565cbb434e8eee9,1462,235,293,1259,5,39,163800.1361,3,0,True,,
<nil>,0xd4b45281cabec17a638bebdafe9a12eac9a2ba5e,1190,366,480,1134,5,46,30158.73678,5,1,True,,
<nil>,0x9a9c290e8d15df4a0f880ac22342775614ce19c0,1190,26,554,791,5,2,2041.877122,5,2,True,,
<nil>,0x563b4c3bf74a305bf34621fe937fe08ec482222f,1190,23,508,717,5,0,0.0,3,6,True,BrutalBearsDeployer,
<nil>,0xc14ff352ac1fe6e0b19d2a9cb0faa9c2d0bc0f2b,1190,3,589,605,5,0,0.0,0,0,True,,
<nil>,0x6f247d2a8099173db62b9e818d887f7562524d6d,1190,9,510,585,5,0,0.0,0,0,True,,
<nil>,0x048bed73a195c21f1877c5ab7b336aa9ad8cf5a0,1190,84,602,1385,5,38,66345.64417,6,2,True,,
<nil>,0xc554f8706ccb133631479e89aa583f83f3d85d2e,2469,241,205,659,5,73,19759.55161,14,8,True,,
<nil>,0xfee8e85b3d7b686ac2bbac7839db835d008f8326,1746,132,267,873,5,1,3199.0368,6,2,True,,
<nil>,0xe1330c3db33b84d2f54ddd3e70e5949a59264716,1190,34,401,632,5,0,0.0,4,3,True,Yekha,
<nil>,0x0c6919928e21012f68a47573b18100dd446df951,1237,363,416,1075,5,82,614205.9331,12,5,True,m0xt,
<nil>,0x8b5eeb3d1a57a82473fdd8f2d41c39cbd6d1054a,1462,29,555,798,5,0,0.0,8,4,True,MrGalbraith22,
<nil>,0x3f93bf7a8a92b8b4a1065d1afaba2ab4e7de1c2b,2469,18,688,950,5,1,3591.312177,1,1,True,,
yeahstudios.eth,0x05ed59e9765ce11acb387b66f91a99e1514ee7c8,1190,204,442,958,5,50,69266.31931,16,28,True,gh0stb0y,
jeetfighter.eth,0xdc5821f21ad12f38ff2259b3bc4c9f9bd06e4bb1,1190,608,360,473,5,541,191817.6757,13,2,True,,
<nil>,0x5ec9987c21b4ae553c7ca6e53c1e145c3cf2f09e,1190,58,213,663,5,4,1527.624443,5,9,True,johnnywalker18,https://twitter.com/@jakegadnet
<nil>,0x31f6d5e2f9fbf465d4dd0f3d7a957f1d854613d4,2469,180,265,687,5,35,3204.311014,11,13,True,,
<nil>,0x0eda4e5983cc70d4dce28f548b15180060a3d934,1190,43,648,763,5,0,0.0,1,0,True,,
<nil>,0xf8f988ee9a1f1e9cc39222284726c5a7a0c15766,2469,201,761,996,5,46,506884.0355,4,2,True,FarLake,
<nil>,0xfbc5de63418afa61bd8039426ea2f3936341ffc2,1190,108,239,642,5,3,10514.75483,2,0,True,FOMODeployer,
fuzzyhat.eth,0xc16f1edabfaea8981f2ba8d61401f7a76b1fda50,1190,74,258,874,5,1,4617.887247,10,5,True,FuzzyHat,
quijote.eth,0x0e72a4457ced0d96f8d7108bd733110d87c12ceb,1237,6593,226,2156,4,860,5408605.68,26,9,True,quijote,
<nil>,0x7d4bdcc85524cbe07c7ac65975a72928ab8e0260,1190,2,581,686,4,0,0.0,0,0,True,,
<nil>,0xb59cd3a247f0fd3fb447308be1d3fab031129281,1190,1413,386,1132,4,284,4418061.354,14,22,True,,
<nil>,0xe5bbba4ba45eb4e02112eb62b34a3726884f8ed8,2469,66,513,861,4,11,6301.150639,7,11,True,Gnarseph,
apebuilder.eth,0x9e9897e5ac81ac05bfa25c55acef90ef094834a9,1462,158,228,850,4,21,39902.01512,6,0,True,,
<nil>,0x2dfad6355d349720f24f3530e50bde119ad59a30,1190,10,345,679,4,0,0.0,3,0,True,,
lightrake.eth,0xdf078497021c695c072ca0a14f824c5d96dd8c4b,1190,57,612,688,4,9,12043.81754,6,4,True,LightRakeVault,https://twitter.com/MobRanfred
pinkbastard.eth,0xbb8a046721262df08420d0fc056af78566668b81,2469,109,447,836,4,63,1776135.904,0,0,True,,
testificate.eth,0x63b635d74d481c54f49d1d56250c6f8b045f73c0,1049,79,340,704,4,12,3785.940085,5,24,True,spulet,
<nil>,0x22d4a7bba1eb9e914893c62dfb076b4771dd486f,1190,230,419,728,4,8,275593.0141,5,7,True,,
<nil>,0xe1b2f30aed7195b847c59dcc3fb9074d01e01240,1190,1933,272,2134,4,1709,16549900.37,55,24,True,Marcus-Aurelius,
<nil>,0x06605df73bb163fa9efa8d3779bcf6fcc7012b5e,1190,148,294,768,4,0,0.0,4,6,True,Froggies,"https://froggies.me, https://twitter.com/froggiesnft"
martom.eth,0xe64ae0ece666594f65953b10658bf0f7b3013dfa,2741,250,240,880,4,55,434217.3236,8,5,True,,
<nil>,0x74e8b9e13087ccce27013c2ebb5b5093df134262,2741,3344,233,1703,4,1304,747658.2586,57,62,True,Mospretmen,
<nil>,0xb8739741dbc307dda9cc0cdee11d188aa42813bc,1190,10,548,732,4,2,6438.10066,3,2,True,,
mrbamzo.eth,0x1a881a29d813e195d58d8a201708c4533b7b514e,1049,447,370,1185,4,176,93892.46095,7,18,True,MrBamzo,
<nil>,0xbef26e57fdb79c9e191e7f52beffbfaa977549bc,2469,903,300,1119,4,155,99249.50732,15,8,True,,
<nil>,0x3d4c5c6cf520e4e2b39acac5814e398dd3434c71,1190,15,510,764,4,2,4407.206849,2,3,True,Kraus,
